artistName,resourceType,typeOfVideo,videoUrl,resourceId,title,description,commentCount,likeCount,dislikeCount,viewCount,channelId
Ronan Keating,video,live,https://www.youtube.com/watch?v=9Q3ZjSatVDo,9Q3ZjSatVDo,Ronan Keating - If Tomorrow Never Comes Live,Live at the Summer Festival in Klaksvik- Faroe Islands August 2012,190,2138,63,509960,null
Ronettes,video,studio,https://www.youtube.com/watch?v=NnWOBMQhNBQ,NnWOBMQhNBQ,Be My Baby - The Ronettes - 1963 - Stereo - Music Video,"A music video compilation for the September 1963 hit Be My Baby performed by the Ronettes. The video is compiled from 5 live and pre-recorded shows that aired over various networks between 1963 and 1966- including some promotional photographs and tour posters from the same time period. The drum solos in the in the beginning and end of the song have also been extended to compliment this video.  Due to the lesser quality of archival footage this is best viewed at 480p.    If you like this compilation please check out the Relix Worx Redux of 1965's ""You Baby"" by the Ronettes at:   http://www.youtube.com/watch?v=-KcJ7F4Guv0  Also a new Relix Worx video compilation of the 1964 Martha and the Vandellas hit- Dancing in the Street:  https://www.youtube.com/watch?v=GuCBXTfoVq8  Plus an early Relix Worx slideshow of Bad Company's 1974 hit...Bad Company:  https://www.youtube.com/watch?v=vZaUnoLkJBA  Compiled and edited by Relix Worx per request.  The audio track used in this video is a stereo remix done by Monotostereoking- you can find this song as well as many other great mono-to-stereo remixes at:  http://www.youtube.com/user/Monotostereoking  Fair Use implied.",287,1656,21,324988,null
Ronettes,video,live,https://www.youtube.com/watch?v=jrVbawRPO7I,jrVbawRPO7I,The Ronettes / BE MY BABY / live [HQ],"The Ronettes  - music video: BE MY BABY - live  Lead singer: Veronica Bennett (later known as Ronnie Spector) Backing vocals: Ronnie Spector-Bennett- Nedra Talley- Estelle Bennett- Ellie Greenwich- Nino Tempo- Bobby Sheen- Sonny Bono- Cher- Darlene Love- Fanita James- and Gracia Nitzsche  Band: The Wrecking Crew with Hal Blaine on drums  No less an authority than Brian Wilson of the Beach Boys has declared 'Be My Baby' the greatest pop record ever made. Wilson says it is his favorite record- stating in Q Magazine's 1001 Best songs Ever: ""This is a special one for me. What a great sound- the Wall of Sound. Boy- first heard this on the car radio and I had to pull off the road- I couldn't believe it. The choruses blew me away; the strings are the melody of love. It has the promise to make the world better.""  The Ronettes recorded ""Be My Baby"" in July 1963 at the Gold Star Studios in Los Angeles and was released in August 1963 at Philles Records.  By the fall of that year- it had become a top ten hit- peaking at number 2 on the Billboard Top 100. ""Our lives were turned upside down-"" Ronnie later recalled. ""All the things I'd ever dreamed about were finally coming true ""Be My Baby"" turned out to be a huge record for the Ronettes; radio stations constantly played the song throughout the fall of 1963. ""Be My Baby"" inspired a legion of Ronettes fans- including Brian Wilson of The Beach Boys- who wrote ""Don't Worry Baby"" as a tribute to the group. The song is also notable for being the first recording work done by Cher- who was one of the backing vocals  on the song. Cher- the girlfriend of Sonny Bono at the time (who was then working for Phil Spector) was asked to join the back-up singers when one of them didn't show up for the recording that day. "" 'Be My Baby' was the first record I ever sang on-"" Cher later wrote. ""...I went out and stood in front of this big speaker and sang 'be my- be my baby' with the Ronettes and all these other singers.""Ah huh huh""- and ""Be My Baby!-"" Cher became a permanent backup singer for songs recorded by the Ronettes- along with other songs Phil Spector produced for his label Philles Records.",672,6456,86,1398999,null
Ronnie Dyson,video,studio,https://www.youtube.com/watch?v=YM857HMde_k,YM857HMde_k,FAMILIAR STRANGERS - Ronnie Dyson,"From his 1979 Columbia album ""If The Shoe Fits"".",38,206,4,70309,null
Ronnie Dyson,video,live,https://www.youtube.com/watch?v=sewPLdurnW8,sewPLdurnW8,CLOSE TO YOU / RONNIE DYSON,"( I Like Being ) Close To You - Ronnie Dyson from album ""THE MORE YOU DO IT"" in 1976",28,134,8,39259,null
Ronnie Milsap,video,studio,https://www.youtube.com/watch?v=PvxQ57BvAQQ,PvxQ57BvAQQ,Ronnie Milsap - Stranger In My House,Music video by Ronnie Milsap performing Stranger In My House. (C) 1982 Sony Music Entertainment,52,868,23,129200,null
Ronnie Milsap,video,live,https://www.youtube.com/watch?v=a30R_drH2GA,a30R_drH2GA,Ronnie Milsap Live in Branson - Smokey Mountain Rain,Ronnie Milsap delivers on of his biggest hits live in Branson MO.    There's more than 100 LIVE MUSIC SHOWS each day in Branson- MO.  See some of Branson's brightest stars perform some of their greatest hits!  Visit us at http://www.BransonMusicFactory.com for even more BRANSON!,531,2516,64,1015522,null
Rory Block,video,studio,https://www.youtube.com/watch?v=TqTUoV67M60,TqTUoV67M60,"Rory Block plays ""Crossroad Blues""","The country blues guitar legend Rory Block performs her take on Robert Johnson's ""Crossroad Blues."" From the newly released DVD ""Guitar Artistry of Rory Block."" More info at http://www.guitarvideos.com/products/vestapol-dvds/guitar-artistry-of-rory-block",230,767,48,288290,null
Rory Block,video,live,https://www.youtube.com/watch?v=a-IqN2PC6c4,a-IqN2PC6c4,Rory Block - Big Road Blues - Live at Fur Peace Ranch,Live at Fur Peace Ranch - October 19. 2013  http://www.furpeaceranch.com,3,22,1,2695,null
Rosanne Cash,video,studio,https://www.youtube.com/watch?v=vLwocVPaGsE,vLwocVPaGsE,Rosanne Cash - Tennessee Flat Top Box,This is the tribute Concert to Johnny Cash (2003) His daughter talk about her's dad and singing His hit Tennessee Flat Top Box.  Lyrics:    In a little cabere In a south texas boarder town Sat a boy and his guitar And the people came from all around And all the girls From there to Austin Were slippin' away from home And puttin' jewlery and hopped to take the trip To go and listen To the little dark-haired boy who played the Tennessee flat top box And he would play  Well he couldn't ride or wrangle And he never cared to make it down But give him his guitar And he'd be happy all the time And all the girls From nine to ninety Were snappin' fingers Tappin' toes And beggin' him don't stop And hypnotized And fasinated By the little dark-haired boy who played the Tennessee flat top box And he would play  Then one day he was gone And no one ever saw him 'round He vanished like the breeze They forgot him in the little town But all the girls Still dreamed about him And hung around The cabere until the doors were locked And then one day On the hit parade Was the little dark-haired boy who played the Tennessee flat top box And he would play,499,4905,194,1700521,null
Rosanne Cash,video,live,https://www.youtube.com/watch?v=1qqxTBOarfA,1qqxTBOarfA,"Rosanne Cash - ""Seven Year Ache"" - Live From Zone C","Music video by Rosanne Cash performing ""Seven Year Ache"" - Live From Zone C. (C) 2012 Sony Music Entertainment",49,519,12,131927,null
Rose Royce,video,studio,https://www.youtube.com/watch?v=V5gFAiPJhvI,V5gFAiPJhvI,Rose Royce - Love don't live here anymore 1978,Rose Royce - Love don't live here anymore 1978     Chorus:  You abandoned me  Love don't live here anymore  Just a vacancy  Love don't live here anymore    When you lived inside of me  There was nothing I could conceive  That you wouldn't do for me  Trouble seemed so far away  You changed that right away- baby    You abandoned me  Love don't live here anymore  Just a vacancy  Love don't live here anymore    Love don't live here anymore  Just emptiness and memories  Of what we had before  You went away  Found another place to stay- another home    You abandoned me  Love don't live here anymore  Just a vacancy- babe  Love don't live here anymore    In the windmills of my eyes  Everyone can see the loneliness inside me  Why'd ya have to go away  Don't you know I miss you so and need your love    You abandoned me  Love don't live here anymore  Just a vacancy- babe  Love don't live here anymore    You abandoned me  Love don't live here anymore  Just a vacancy- babe  Love don't live here- live here no more  no no no     You abandoned me,3692,26599,430,5081512,null
Rose Royce,video,live,https://www.youtube.com/watch?v=_BqfPnovepA,_BqfPnovepA,Rose Royce - I Wanna Get Next To You    LIVE,How many of us have been here....,129,1679,54,405017,null
Rosemary Clooney,video,studio,https://www.youtube.com/watch?v=MbQjDxA7g-M,MbQjDxA7g-M,Rosemary Clooney - Tenderly - 1952,"Tenderly is a Pop standard published in 1946 with music by Walter Lloyd Gross (1909-1967) and lyrics by Jack Lawrence.     ""Tenderly"" has been recorded by many famous artists- but possibly the best-known version is by Rosemary Clooney. Her recorded version reached only #17 on the Billboard magazine pop charts in early 1952- but is more popular than the chart data would suggest- as is evidenced by the fact that Tenderly served as the theme song for Clooney's 1956-1957 TV variety show. It also became her signature song.    I consciously came to know of the song in the late 1970's while watching a Bing Crosby Special; Rosemary- a guest star on the show- sang it and it just took my breath away; I immediately realized that I had heard the song before- and it brought vivid memories of my childhood and my mother. It is because of this that I made this video - A way to pay tribute to this great artist- song and to the beautiful memory of my late mother. It is to her that I dedicate this song and I know she watches from a better place.",218,1353,25,464589,null
Rosemary Clooney,video,live,https://www.youtube.com/watch?v=RNg0XIWjekI,RNg0XIWjekI,Rosemary Clooney sings Gershwin - LIVE!,"The great ''girl singer''- Rosemary Clooney (1928-2002)- sings two classics from the songs of George & Ira Gershwin. Carnegie Hall- December- 1997.    1.  ""A Foggy Day""  from the 1937 film ""A Damsel in Distress""  2.  ""Our Love Is Here to Stay""  from the 1938 film ""The Goldwyn Follies""    It is said that the Gershwin brothers took less than an hour to compose ""A Foggy Day"".    ""I was a stranger in the city    Out of town were the people I knew    I had that feeling of self-pity    What to do? What to do? What to do?    The outlook was decidedly blue    But as I walked through the foggy streets alone    It turned out to be the luckiest day I've known    CHORUS  A foggy day in London Town    Had me low and had me down    I viewed the morning with alarm    The British Museum had lost its charm    How long- I wondered- could this thing last?    But the age of miracles hadn't passed-    For- suddenly- I saw you there   And through foggy London Town    The sun was shining everywhere.""      Though it was written for ""The Goldyn Follies"" (1938)- ""Our Love Is Here to Stay"" is probably best remembered from the 1951 film ""An American in Paris"".    ""It's very clear  Our love is here to stay ;  Not for a year   But ever and a day.    The radio and the telephone  And the movies that we know  May just be passing fancies-  And in time may go !    But- oh my dear-  Our love is here to stay.  Together we're  Going a long- long way    In time the Rockies may tumble-  Gibralter may crumble-  They're only made of clay-  But our love is here to stay.""",22,169,3,46027,null
Rosie and The Originals,video,studio,https://www.youtube.com/watch?v=9xm3qnh1sck,9xm3qnh1sck,Rosie & the Originals - Angel Baby,classic hit,3338,21989,591,4330454,null
Rosie and The Originals,video,live,https://www.youtube.com/watch?v=YGQEbD4sJoI,YGQEbD4sJoI,Rosie and the Originals - Angel Baby (Live),Rosie Hamlin from Rosie and the Originals singing Angel Baby live on an oldies TV special. She still sounds great. This song was released in December of 1960 and became a hit. This performance was in 2002.,1176,0,0,973123,null
Roxette,video,studio,https://www.youtube.com/watch?v=EKGrK2oPBxI,EKGrK2oPBxI,Roxette - Anyone [Official Video Full HD],"Anyone is the second single from Swedish duo Roxette's Have a Nice Day album. It was released in May 1999. ""Anyone"" is like its predecessor 'Wish I could fly' a ballad- with instruments including piano- saxophone and strings. ""Anyone"" was initially planned to be the first single from Have A Nice Day- but the group feared it would sound too ""Roxette-ish"" for a comeback single[citation needed]- and they chose ""Wish I Could Fly"" instead. After the success of ""Wish I Could Fly""- fans believed the next single release would be ""Stars"" or ""Crush On You""[citation needed] (both are dance songs a-typical for Roxette). But in the end- it was ""Anyone"" that was picked as the second single. The B-sides are the demo of ""Anyone""- ""Cooper"" (a track from Have A Nice Day)- and ""You Don't Understand Me (Abbey Road Sessions 1995)"". The maxi-single includes the video of ""Wish I Could Fly"". In Japan- a double A-side with ""Pay The Price"" was released- although there is no video for this song.  Chart Success ""Anyone"" is often regarded as a flop- because in Europe it never achieved as much success as its predecessor. It charted only in The Netherlands at #73- Germany (peaking outside the Top 50)- Sweden (where it failed to reach the Top 30)- and Switzerland- where it was a modest success- spending two weeks in the Top 30. EMI UK refused to release ""Anyone"" because of the poor chart results of the single in Europe. However- in South America- ""Anyone"" gained far more attention and the country's radio stations later even airplayed the Spanish version- ""Alguien"".  Music video The video of ""Anyone""- directed by Jonas Åkerlund- was banned by some TV stations (although it achieved videplay on MTV Europe) because of a scene in which Marie Fredriksson attempts suicide by drowning herself in the sea. The video was recorded in Portugal in the peninsula of Tr_ia. The clip was only broadcast after 10pm in many countries- because some believed it suggested young people to commit suicide",11,85,3,18775,null
Roxette,video,live,https://www.youtube.com/watch?v=qT3ZFyfLZWw,qT3ZFyfLZWw,Roxette - It must have been love (live in Sydney 1991),Roxette live in Sydney in 1991.,351,2302,43,1474272,null
Roxy Music,video,studio,https://www.youtube.com/watch?v=kOnde5c7OG8,kOnde5c7OG8,Roxy Music - More Than This,Music video by Roxy Music performing More Than This.,2280,15318,345,3617170,null
Roxy Music,video,live,https://www.youtube.com/watch?v=OEalg62F8Zg,Ctw-p_70utQ,Roxy Music - Virginia Plain (Live TOTP 1972),"""Virginia Plain"" is a song written in 1972 by Bryan Ferry. It was recorded by his band Roxy Music and became their first single, backed with ""The Numberer"" (an instrumental composed by Andy Mackay). It became a Top 10 hit in the UK, peaking at #4.",49,225,5,55839,null
Roy Head,video,studio,https://www.youtube.com/watch?v=1FYAB74OIeI,1FYAB74OIeI,Roy Head-Treat Her Right (Shindig) 1965,Great Song..Great Dancing..foot work-Clipped From a Shindig Episode,177,460,3,169828,null
Roy Head,video,live,https://www.youtube.com/watch?v=tM1dWUBp3q4,tM1dWUBp3q4,Roy Head - Treat Her Right - Live,Mr Rubber Legs :-),1,7,0,1481,null
Roy Orbison,video,studio,https://www.youtube.com/watch?v=m5N9IHqqGcA,m5N9IHqqGcA,Roy Orbison - I Drove All Night,Music video by Roy Orbison performing I Drove All Night. (C) 1992 SONY BMG MUSIC ENTERTAINMENT,1837,13567,226,3339238,null
Roy Orbison,video,live,https://www.youtube.com/watch?v=pra6ezRMejg,pra6ezRMejg,Roy Orbison - Crying (Live 1964),Music video by Roy Orbison performing Crying. (C) 2013 Roys Boys LLC,47,620,7,104505,null
Royal Guardsmen,video,studio,https://www.youtube.com/watch?v=6hLiNaz2-lk,6hLiNaz2-lk,Snoopy vs. The Red Baron - The Royal Guardsmen music video,Snoopy vs. The Red Baron - The Royal Guardsmen music video. Vintage film footage and Snoopy.,23,220,5,49763,null
Royal Guardsmen,video,live,https://www.youtube.com/watch?v=Oxzg_iM-T4E,Oxzg_iM-T4E,Royal Guardsmen - Snoopy Vs. The Red Baron,Royal Guardsmen - Snoopy Vs. The Red Baron bubblegum 1960s,1804,7580,162,2842694,null
Royal Teens,video,studio,https://www.youtube.com/watch?v=eD7NZTQ3QxY,eD7NZTQ3QxY,Royal Blood - Ten Tonne Skeleton (Official Video),"Debut album- 'Royal Blood' out now. Download on iTunes: http://po.st/RoyalBloodAlbum Get CD & Vinyl from Amazon: http://po.st/aRoyalBloodAlbum  Get the 7"" of Ten Tonne Skeleton featuring b-side 'One Trick Pony' here: http://po.st/TenTonneVinyl  Subscribe to Royal Blood's YouTube channel: http://bit.ly/1iQ92Yz  Follow Royal Blood: https://www.facebook.com/RoyalBloodUK https://twitter.com/royalblooduk  https://soundcloud.com/royalblooduk http://instagram.com/royalblooduk http://www.royalbloodband.com  Produced by Royal Blood & Tom Dalgety Recoded and mixed by Tom Dalgety  Directed by Never Ending Fun",391,8907,90,942744,null
Royal Teens,video,live,https://www.youtube.com/watch?v=MOfFB5QF4iQ,MOfFB5QF4iQ,Royal Teens   Short Shorts Very Good+ quality,,44,221,6,34558,null
Royaltones,video,studio,https://www.youtube.com/watch?v=0GadtEdXRrY,0GadtEdXRrY,The Royal Tones - Little Bo,nice instro rocker,0,6,0,842,null
Royaltones,video,live,https://www.youtube.com/watch?v=TzCgqfRIKJM,TzCgqfRIKJM,Poor Boy by the Royaltones,Poor Boy by the Royaltones,22,36,2,17997,null
Ruben Studdard,video,studio,https://www.youtube.com/watch?v=zjMWLIwmNZI,zjMWLIwmNZI,Ruben Studdard - Together,Music video by Ruben Studdard performing Together. (C) 2009 Sony/ATV Music Publishing LLC & 19 Recordings Ltd.,225,2485,55,373519,null
Ruben Studdard,video,live,https://www.youtube.com/watch?v=whw2CuyGbmA,whw2CuyGbmA,Ruben Studdard - Home (David Foster&Friend Hit Man Returns 2011) HD,Hitman Returns was filmed before a sold out crowd last year at the Mandalay Bay in Las Vegas. The lineup of talent- lead by Foster as maestro of ceremonies- includes performances by Seal- Donna Summer- Martina McBride- Earth- Wind & Fire- Natalie Cole- Ruben Studdard- All-4-One-'Glee' star Charice- Chaka Khan- Jackie Evancho- Lara Fabian and other artists whose careers have been touched by Foster- a 15-time Grammy winning producer and songwriter.,48,630,16,99279,null
Rubettes,video,studio,https://www.youtube.com/watch?v=ed53AgvOqE0,ed53AgvOqE0,Sugar Baby Love - The Rubettes,The Rubettes -  an English pop band of the 1970s. With classic hits such as Sugar Baby Love- Juke Box Jive and many more. For further information about the group please visit the official website - www.rubettes.com,100,566,15,220692,null
Rubettes,video,live,https://www.youtube.com/watch?v=Q0n_jORv0TQ,Q0n_jORv0TQ,The Rubettes Featuring Alan  Sugar Baby Love  Live,"Alan en grande forme sur cette version live de SBL !   Belle intro de John.    Wear It's 'At r__dition  CD  2010 dispo ici :  http://www.cherryred.co.uk/shopexd.asp?id=331  2 bonus tracks You Could Have Told Me et Silent Movie Queen pour la première fois sur CD + indication de quel chanteur chante quelles chansons. Paul Da Vinci enfin cr_dit_ dans le livret 38 ans plus tard  !!!!    2010 _galement le premier CD des Rubettes de Bill dispo ici : http://www.angelair.co.uk/page1.htm ou sur Ebay UK. Très bon CD- avec des reprises et des in_dits dont certains sign_s de Paul Da Vinci et Tony Thorpe. Bill chante bien s_r (il chantait plusieurs chansons en lead sur les premiers albums des Rubettes) et les autres membres ont travaill_ avec Doctor Feelgood- Pink Floyd- Iron Maiden etc...    SIte des Rubettes Featuring Alan : http://www.rubettesfeaturingalanwilliams.com/    Site des Rubettes Featuring Bill : http://www.rubettesfeaturingbillhurd.com/    SIte des Rubettes ""historique"" : http://www.rubettes.com/",23,127,5,38563,null
Ruby and The Romantics,video,studio,https://www.youtube.com/watch?v=qw9RVjEN9OI,qw9RVjEN9OI,RUBY & THE ROMANTICS - Our Day Will Come,Rhythm & Blues 1963: Our Day Will Come / Moonlight and Music Single 45 RPM - London American Recordings  Absolutely no copyright infringement is intended. All images- audio- and video clips are the sole property of their respective owners. This is only clipped for entertainment.,64,594,4,75891,null
Ruby and The Romantics,video,live,https://www.youtube.com/watch?v=mZOgP9PVhqQ,mZOgP9PVhqQ,Ruby and the Romantics - Our Day Will Come (Live),"The great Ruby Nash of Ruby and the Romantics is backed here by Pure Gold on the 2002 tv special ""More Red White & Rock.  I also play their songs on www.doowopradio.com where I am DJ BRAD on Tuesday nights from 8 to 10 PM Eastern time.",206,985,16,221927,null
Ruff Endz,video,studio,https://www.youtube.com/watch?v=3VJZgJ8oEdw,3VJZgJ8oEdw,Ruff Endz - Someone To Love You,Music video by Ruff Endz performing Someone To Love You. (C) 2001 SONY BMG MUSIC ENTERTAINMENT,1429,19469,277,3318687,null
Ruff Endz,video,live,https://www.youtube.com/watch?v=SCXnSyU_4SM,SCXnSyU_4SM,Someone To Love You - Ruff Endz,After Six jamming to a 90's R&B classic! For links to my music and to follow me on social media:   http://www.tonycraddockjr.com/ https://itunes.apple.com/us/artist/tony-craddock-jr./id476164635 twitter.com/tonycraddockjr https://www.facebook.com/tonycraddockjr,2,5,0,4030,null
Rusty Draper,video,studio,https://www.youtube.com/watch?v=aU-e94f6Up8,aU-e94f6Up8,Rusty Draper - Freight Train (1957),"Charted at #6 on Billboard Hot 100 in May 1957. Rusty's last Top 10 hit. Original Billboard review: ""Draper has a very strong cover of this tune- already making noise via the Charles McDevitt skiffle group original. Draper's version has some of the gory lyrics cleaned up and can cut in plenty on the loot. Likely to get solid disk jockey and jukebox support.""      Also charted #40 for the Charles McDevitt Skiffle Group mentioned in the review (#5 UK). Later- it charted at #110 for Duane Eddy in 1970 (#24 Adult Contemporary).     Written by Elizabeth Cotten.    B-side is ""Seven Come Eleven"".",13,34,1,11132,null
Rusty Draper,video,live,https://www.youtube.com/watch?v=mH0TvxeCiK4,mH0TvxeCiK4,"Rusty Draper ""Night Life"" live @Wharf 01-03-81","The Rusty Draper Show recorded live at Seattle's long gone ""Wharf"" restaurant/showroom on January 3- 1981.  Featuring Rusty Draper: guitar/vocals; Geeb ""Jay"" Johnston: guitar/violin; Steve Lindeman: bass/vocals; Claude Autry: keyboards; Gary Draper: drums/vocals",4,11,0,1807,null
Ruth Jacott,video,studio,https://www.youtube.com/watch?v=tu79vXi9krQ,tu79vXi9krQ,Ruth Jacott - Verliefd Verward (Official Music Video),"Music video by Ruth Jacott performing ""Verliefd Verward"".  iTunes: https://itunes.apple.com/nl/album/verliefd-verward-single/id904278387 Spotify:http://open.spotify.com/album/4mzAA39YW8jBwmW3LxlAjW Targetmusic:http://www.targetmusic.nl/order_cart.php5?id=608883783&rtlo=37194&rtaff=17958&shop=0 Bol.com: http://www.bol.com/nl/p/verliefd-verward/9200000030684304/ singlecd.nl: http://www.singlecd.nl/index.php?action=article&aid=5067&group_id=70&lang=nl#.U96r6Pl_srV http://www.ruthjacott.nl  't Is een verlangen waaraan je bloot staat Waarvan je hoopt dat het nooit meer weg gaat Een gevoel zo sterk Het doorboort je hart Verliefd of ben je verward Het is een passie die nooit mag wijken Maar of het blijft dat moet nog blijken Maar vandaag ben jij voor mij van groot belang Waarom maakt liefde soms bang  Want jij bent mooier dan mooi Mooier dan mooi Jij bent de mooiste en straalt zoveel schoonheid uit Laat me bij jou heerlijk gaan Want jij bent liever dan lief Liever dan lief Jij bent de liefste die ik altijd lief wil hebben Gewoon niet te weerstaan  Deze passie daar mag alles voor wijken Diep in m'n hart hoop ik dat je zult blijven Dicht bij jou te zijn is van levensgroot belang Toch maakt deze liefde me bang  Want jij bent mooier dan mooi Mooier dan mooi Jij bent de mooiste en straalt zoveel schoonheid uit Laat me bij jou heerlijk gaan Want jij bent liever dan lief Liever dan lief Jij bent de liefste die ik altijd lief wil hebben Gewoon niet te weerstaan  Mooier- veel mooier dan mooi Volg ik mijn hoofd of volg ik toch mijn hart Liever- veel liever dan lief Zijn we verliefd of ben ik nu verward Zo mooi 't Voelt zo vertrouwd wanneer ik bij je ben Zo lief Alsof ik jou al heel m'n leven ken  Oh jij bent mooier dan mooi Zoveel mooier dan mooi Jij bent de mooiste en straalt zoveel schoonheid uit Laat me bij jou heerlijk gaan Want jij bent liever dan lief Liever dan liever dan lief Jij bent de liefste die ik altijd lief wil hebben Gewoon niet te weerstaan",27,301,4,58582,null
Ruth Jacott,video,live,https://www.youtube.com/watch?v=w_3Jk_ev_2s,w_3Jk_ev_2s,Ruth Jacott - Hou Me Vast (Live),"Ruth Jacott singing her latest single ""Hou Me Vast"" which is available for download. http://www.ruthjacott.nl",8,24,4,17820,null
Ryan Cabrera,video,studio,https://www.youtube.com/watch?v=uXJ8jUKgUGo,uXJ8jUKgUGo,"Ryan Cabrera - ""Enemies"" [Official Video]","Ryan Cabrera - ""Enemies"" [Official Video]. Download this song on iTunes here: http://smarturl.it/RCtmuw.  Connect with Ryan: http://www.ryancabrera.com http://www.facebook.com/ryancabrera http://www.twitter.com/ryancabrera http://www.itunes.com/ryancabrera Instagram @ryancabrera  LYRICS: In the backseat of a yellow taxi feel your heart beat deception is intense you think I didn't know its like Bombay traffic in my mind having to keep up with all your lies you think I didn't notice keep your enemies close and your lovers closer I'm letting you know the show is over now so lean in closer now well keep your hands up so everyone can see I think its too late you got the best of me so lean in closer keep ur enemies close and your lovers closer And its hard to but you cant refuse The first to fall in the bigger views like this don't act like you don't know Were in the bedroom Ill be your very bestfrend I said keep your enemies close and your lovers closer I'm letting you know the show is over now so lean in closer now well keep your hands up so everyone can see I think its too late you got the best of me so lean in closer keep ur enemies close and your lovers closer don't say that were something were not If we think to much then were gonna get caught don't say that were something were not The truth is I wanna get caught Keep your enemies close and your lovers closer Im letting you know the show is over So lean in closer now  Keep your hands up so everyone can see I think its too late you go the best of me So lean in closer So lean in closer Keep your enemies close and your loves closer",35,251,10,39551,null
Ryan Cabrera,video,live,https://www.youtube.com/watch?v=atWUNb8i3dI,atWUNb8i3dI,"Ryan Cabrera - ""True"" with story (Live in Anaheim)",Ryan Cabrera playing True and telling the story behind it live at the House of Blues in Anaheim- CA on August 28- 2009.,12,27,0,9703,null
S Club 7,video,studio,https://www.youtube.com/watch?v=-X0EjwF8o0g,#NAME?,S Club 7 - S Club Party (Official Music Video) - Rachel Stevens,S club party is one of s club's big hits ever and you know there ant no party like an s club party.    PLEASE LEAVE COMMENTS!,12342,27274,1336,12366141,null
S Club 7,video,live,https://www.youtube.com/watch?v=p9MnReeSDuI,p9MnReeSDuI,S Club 7 - Don't stop movin' - Live @ Party at the palace 2002 HD,Last ever performance as S Club 7. Paul left after this performance,2,25,1,10425,null
S.O.S. Band,video,studio,https://www.youtube.com/watch?v=Bk-aQGJX2E4,Bk-aQGJX2E4,S.O.S. BAND - Take your time (Do it right) (1980) extended version,"The S.O.S Band performing ""Take your time (Do it right)"" from 1980. Extended version with the original sound of vinyl disc 12"".    S.O.S Band interpreta su _xito de 1980 ""Take your time (Do it right)"" (Toma tu tiempo- Hazlo bien). Con el audio original del disco de vinilo de 12"" en la versi_n larga de casi 7 minutos.",371,2224,39,381726,null
S.O.S. Band,video,live,https://www.youtube.com/watch?v=z_Da9cEUHNI,z_Da9cEUHNI,SOS Band - Just be good to me,SOS Band with a lot of Funksters,131,863,23,295209,null
SWV,video,studio,https://www.youtube.com/watch?v=7S2quCoO880,7S2quCoO880,SWV - Rain (Official Music Video),Beautiful Song and Video - SWV - Rain (Official Music Video) Release Some Tension R&B Slow Jam RCA Music Label,80,1245,20,111505,null
SWV,video,live,https://www.youtube.com/watch?v=wK9jUNYerCs,wK9jUNYerCs,SWV - Weak Live in DC 9-18-14,"SWV had an ALL standing audience as they performed their biggest hit of the 90's ""Weak"" @ The Concert For Cause live from Howard University Cramton Auditorium 9-18-14 Filmed by Travis Riddick",27,104,2,10708,null
Sa-fire,video,studio,https://www.youtube.com/watch?v=9fZsuYL5x2g,9fZsuYL5x2g,Safire - Face your Fear (Official Video),"Outlook Festival are pleased to support Safire with his release of 'Face Your Fear'- out on Dispatch Recordings.  Buy now at: http://www.surus.co.uk/dispatch-recordings  Travelling to our extended network at the other side of the globe- we welcome Australian producer Safire and his very first Dispatch Recordings EP. Emerging as one of the dark horses of the label of late- his debut EP consists of five superb tracks that combine raw elements with sophisticated production- to bring some of his best music to date.   Leading on from ""Power Of Thought""- Safire's contribution the Transit 2 compilation- he heads straight for the jugular with title track ""Homeland"". Deviating into 140 bpm territory on his second solo effort of the EP- ""Face Your Fear""- Safire proves he can master all tempos. Having previously joined forces with other artists for Dispatch in the past- Safire completes this EP by collaborating with yet more high profile artists. Working with DLR on the ruthless ""Hurdles""- adding infectious vocals in ""Timeline"" with Cern- and sending out warning signals with Minor Rain for ""Transit"". Each track is brought together with meticulously assembled drums- an ultra-high level of technical quality - you can expect to see a lot more from Safire in the future.",5,27,0,1352,null
Sa-fire,video,live,https://www.youtube.com/watch?v=7-k2XVdtDt8,7-k2XVdtDt8,Boy I've Been Told (Live 1988) - Sa-Fire,www.freestylemusicvideos.com,24,1034,22,329531,null
Sade,video,studio,https://www.youtube.com/watch?v=15WDBuvovXo,15WDBuvovXo,Sade - Love Is Found,Music video by Sade performing Love Is Found. (c) 2011 Sony Music Entertainment UK Limited,2464,28792,538,5531927,null
Sade,video,live,https://www.youtube.com/watch?v=Vqk4023Bc60,Vqk4023Bc60,Sade - No Ordinary Love (live),,144,1063,9,131430,null
Safaris and The Phantom's Band,video,studio,https://www.youtube.com/watch?v=wnanSKARb-k,wnanSKARb-k,The Safaris- Image Of A Girl- 1960,Eldo Records 101 (45-0001-A) The Safaris with the Phantom's Band.,9,30,1,7653,null
Safaris and The Phantom's Band,video,live,https://www.youtube.com/watch?v=08jZAppLFFw,08jZAppLFFw,The Phantom Band - The Howling - BBC Culture Show,The Phantom Band perform 'The Howling'- taken from their debut album 'Checkmate Savage' for the BBC Culture Show- 2009.  You can buy the album from Chemikal Underground's Online Shop:  http://shop.chemikal.co.uk/acatalog/CHEM107.html,1,7,0,530,null
Salt-N-Pepa,video,studio,https://www.youtube.com/watch?v=vCadcBR95oU,vCadcBR95oU,Salt-N-Pepa - Push It,Music video by Salt-N-Pepa performing Push It. (C) 1986 UMG Recordings- Inc.,10567,86040,2667,23181247,null
